""	"AQ1099"	"AQ1072"	"AQ1308"	"AQ1149"
"1002005"	0	4	0	4
"706432"	0	0	0	1
"814282"	26	52	60	10
"New.0.ReferenceOTU384"	1	0	0	0
"New.0.ReferenceOTU246"	0	0	0	1
"New.0.ReferenceOTU587"	89	20	0	4
"New.0.ReferenceOTU584"	0	1	0	0
"New.0.ReferenceOTU827"	0	1	1	0
"New.0.ReferenceOTU174"	0	1	0	1
"New.0.ReferenceOTU782"	0	0	0	1
"New.0.ReferenceOTU392"	0	10	2	5
"New.0.ReferenceOTU347"	148	65	0	10
"New.0.ReferenceOTU138"	2	43	1	82
"New.0.ReferenceOTU727"	1	8	0	2
"New.0.ReferenceOTU791"	3	382	0	345
"New.0.ReferenceOTU445"	9	5	2	1
"New.0.ReferenceOTU107"	0	1	0	0
"New.0.ReferenceOTU453"	0	3	19	1
"New.0.ReferenceOTU428"	0	0	1	1
"New.0.ReferenceOTU216"	158	78	0	9
"New.0.ReferenceOTU359"	0	37	1	36
"New.0.ReferenceOTU678"	0	6	0	2
"New.0.ReferenceOTU411"	0	2	0	0
"New.0.ReferenceOTU41"	1	10	0	6
"New.0.ReferenceOTU43"	1	219	1922	111
"New.0.ReferenceOTU325"	0	6	6	0
"New.0.ReferenceOTU739"	2	0	4	0
"New.0.ReferenceOTU103"	1	12	0	1
"New.0.ReferenceOTU745"	2	0	0	2
"New.0.ReferenceOTU329"	0	0	1	0
"New.0.ReferenceOTU168"	1	0	1	0
"New.0.ReferenceOTU161"	155	69	0	8
"New.0.ReferenceOTU680"	2	0	1	0
"New.0.ReferenceOTU357"	0	2	42	1
"New.0.CleanUp.ReferenceOTU1621"	7	0	0	1
"New.0.CleanUp.ReferenceOTU9034"	0	0	5	2
"New.0.CleanUp.ReferenceOTU14180"	0	0	1	0
"New.0.CleanUp.ReferenceOTU15269"	7	0	0	4
"New.0.CleanUp.ReferenceOTU16366"	0	9	2	3
"New.0.CleanUp.ReferenceOTU19193"	808	0	64	0
"New.0.CleanUp.ReferenceOTU22635"	7	0	0	1
"New.0.CleanUp.ReferenceOTU22853"	1	0	0	0
"New.0.CleanUp.ReferenceOTU26719"	8	1	3	0
"New.0.CleanUp.ReferenceOTU32288"	0	1	0	0
"New.0.CleanUp.ReferenceOTU34183"	0	1	1	0
"New.0.CleanUp.ReferenceOTU38474"	0	0	1	0
"New.0.CleanUp.ReferenceOTU43340"	9	0	0	0
"New.0.CleanUp.ReferenceOTU50341"	9	0	0	1
"New.0.CleanUp.ReferenceOTU77786"	2	7	12	1
"New.0.CleanUp.ReferenceOTU104626"	11	0	0	1
"New.0.CleanUp.ReferenceOTU108577"	3	0	19	0
"New.0.CleanUp.ReferenceOTU111110"	0	21	0	14
"New.0.CleanUp.ReferenceOTU111477"	9	0	0	0
"New.0.CleanUp.ReferenceOTU116380"	4	0	4	0
"New.0.CleanUp.ReferenceOTU121273"	2	2	1	0
"New.0.CleanUp.ReferenceOTU125389"	23	0	3	0
"New.0.CleanUp.ReferenceOTU128014"	1	0	0	0
"New.0.CleanUp.ReferenceOTU131470"	2	0	16	0
"New.0.CleanUp.ReferenceOTU136263"	0	1	0	0
"New.0.CleanUp.ReferenceOTU138349"	6	0	0	4
"New.0.CleanUp.ReferenceOTU139618"	0	2	4	0
"New.1.ReferenceOTU4"	6	2	5	3
"New.1.ReferenceOTU260"	16	2	24	3
"New.1.ReferenceOTU264"	0	4	30	1
"New.1.ReferenceOTU183"	312	0	21	0
"New.1.ReferenceOTU5"	1	4	6	1
"New.1.ReferenceOTU85"	0	0	1	0
"New.1.CleanUp.ReferenceOTU11659"	0	0	1	0
"604966"	0	0	0	1
"692154"	0	0	0	1
"997439"	0	0	0	1
"679245"	0	0	0	1
