""	"AQ993"	"AQ1204"	"AQ1047"	"AQ1176"
"979107"	0	1	0	0
"1075821"	1	0	0	0
"703741"	0	0	0	6
"582379"	0	0	235	0
"823476"	4	8	0	0
"543151"	35	73	0	29
"1108275"	2	2	0	4
"1834768"	1	0	0	0
"160015"	0	7	0	4
"291844"	1	4	1	0
"156145"	0	1	0	0
"573035"	33	38	1	154
"590586"	0	1	0	2
"288283"	0	1	0	0
"900973"	0	0	0	1
"548576"	328	445	0	159
"1106324"	9	7	0	17
"4342113"	12	14	0	9
"553623"	0	0	0	1
"712677"	0	0	2	0
"828483"	90	1065	296	89
"539735"	0	2	0	1
"580254"	1	3	0	0
"580495"	0	0	0	2
"667570"	0	0	2	3
"571320"	0	16	0	0
"1084952"	0	1	0	0
"433739"	0	0	0	1
"544680"	0	2	0	158
"1011088"	0	0	0	2
"566216"	1	2	0	0
"1111582"	1	0	0	3
"572889"	92	7	641	67
"34791"	26	0	0	0
"1108726"	113	118	0	199
"990864"	0	1	0	0
"359750"	3	11	4	0
"579141"	0	0	0	1
"538602"	0	1	0	6
"530833"	0	1	0	0
"544313"	2	2	0	7
"1047041"	1	0	0	0
"1078207"	0	0	0	1
"922761"	0	1	0	0
"233981"	45	0	2	0
"563572"	0	0	23	0
"581231"	9	0	0	0
"584500"	0	0	0	1
"1074210"	0	1	0	0
"519864"	0	0	32	0
"27938"	6	11	0	22
"739614"	0	0	0	17
"648540"	0	0	0	1
"1101488"	0	11	0	12
"1083194"	0	2	0	4
"176591"	0	1	0	0
"533373"	1	0	45	0
"585493"	0	0	0	2
"1051517"	0	0	0	7
"1104529"	30	102	0	33
"536986"	1	2	16	0
"792393"	0	0	21	0
"1096738"	0	1	0	0
"1002005"	0	2	0	9
"269774"	3	0	0	0
"706432"	0	3	0	11
"814282"	38	41	0	69
"441265"	0	2	0	0
"New.0.ReferenceOTU121"	1	0	0	1
"New.0.ReferenceOTU246"	0	1	0	0
"New.0.ReferenceOTU587"	71	1	0	0
"New.0.ReferenceOTU584"	0	3	0	7
"New.0.ReferenceOTU90"	1	0	0	1
"New.0.ReferenceOTU176"	0	0	0	1
"New.0.ReferenceOTU177"	0	0	0	4
"New.0.ReferenceOTU782"	0	0	0	1
"New.0.ReferenceOTU392"	0	0	0	6
"New.0.ReferenceOTU347"	555	0	0	3
"New.0.ReferenceOTU138"	0	3	0	87
"New.0.ReferenceOTU225"	0	0	0	2
"New.0.ReferenceOTU296"	0	1	0	0
"New.0.ReferenceOTU245"	0	1	0	0
"New.0.ReferenceOTU58"	2	1	0	0
"New.0.ReferenceOTU727"	0	0	0	11
"New.0.ReferenceOTU791"	1	0	0	358
"New.0.ReferenceOTU445"	6	3	0	8
"New.0.ReferenceOTU453"	0	0	0	6
"New.0.ReferenceOTU100"	0	4	0	0
"New.0.ReferenceOTU428"	2	16	0	10
"New.0.ReferenceOTU216"	221	0	0	1
"New.0.ReferenceOTU358"	2	0	0	0
"New.0.ReferenceOTU806"	1	1	0	1
"New.0.ReferenceOTU678"	0	0	0	3
"New.0.ReferenceOTU411"	10	10	0	6
"New.0.ReferenceOTU41"	2	6	1	7
"New.0.ReferenceOTU43"	0	18	0	225
"New.0.ReferenceOTU323"	6	6	0	0
"New.0.ReferenceOTU325"	0	1	0	2
"New.0.ReferenceOTU103"	1	1	0	12
"New.0.ReferenceOTU31"	2	1	0	3
"New.0.ReferenceOTU745"	1	0	13	0
"New.0.ReferenceOTU329"	0	0	0	1
"New.0.ReferenceOTU111"	0	0	0	6
"New.0.ReferenceOTU167"	0	0	0	1
"New.0.ReferenceOTU161"	77	0	0	0
"New.0.ReferenceOTU680"	0	0	2	0
"New.0.ReferenceOTU75"	0	0	0	1
"New.0.ReferenceOTU660"	10	13	0	0
"New.0.ReferenceOTU703"	0	1	0	0
"New.0.ReferenceOTU357"	0	1	0	2
"New.0.CleanUp.ReferenceOTU1621"	20	0	21	0
"New.0.CleanUp.ReferenceOTU9034"	0	0	0	1
"New.0.CleanUp.ReferenceOTU10145"	0	0	0	1
"New.0.CleanUp.ReferenceOTU10893"	0	1	0	0
"New.0.CleanUp.ReferenceOTU11696"	5	7	0	2
"New.0.CleanUp.ReferenceOTU15269"	3	0	17	0
"New.0.CleanUp.ReferenceOTU15705"	4	12	0	0
"New.0.CleanUp.ReferenceOTU16366"	0	0	0	64
"New.0.CleanUp.ReferenceOTU17616"	0	0	0	2
"New.0.CleanUp.ReferenceOTU19193"	0	47	285	1
"New.0.CleanUp.ReferenceOTU21074"	1	0	0	0
"New.0.CleanUp.ReferenceOTU22635"	5	0	11	0
"New.0.CleanUp.ReferenceOTU22975"	0	0	0	2
"New.0.CleanUp.ReferenceOTU24687"	0	2	0	0
"New.0.CleanUp.ReferenceOTU26719"	4	1	0	7
"New.0.CleanUp.ReferenceOTU27380"	3	1	0	3
"New.0.CleanUp.ReferenceOTU32266"	1	0	0	2
"New.0.CleanUp.ReferenceOTU34183"	1	0	0	0
"New.0.CleanUp.ReferenceOTU41194"	9	7	0	5
"New.0.CleanUp.ReferenceOTU42022"	0	2	0	0
"New.0.CleanUp.ReferenceOTU43340"	3	0	29	0
"New.0.CleanUp.ReferenceOTU46312"	1	0	0	0
"New.0.CleanUp.ReferenceOTU50341"	7	0	25	0
"New.0.CleanUp.ReferenceOTU58115"	0	1	0	0
"New.0.CleanUp.ReferenceOTU74266"	0	0	0	1
"New.0.CleanUp.ReferenceOTU77786"	4	2	0	16
"New.0.CleanUp.ReferenceOTU103413"	3	4	0	0
"New.0.CleanUp.ReferenceOTU104626"	4	0	24	0
"New.0.CleanUp.ReferenceOTU107099"	5	12	0	5
"New.0.CleanUp.ReferenceOTU107285"	0	0	0	1
"New.0.CleanUp.ReferenceOTU108577"	0	30	3	1
"New.0.CleanUp.ReferenceOTU109358"	0	0	0	4
"New.0.CleanUp.ReferenceOTU111110"	0	0	0	6
"New.0.CleanUp.ReferenceOTU111477"	7	0	50	0
"New.0.CleanUp.ReferenceOTU116380"	1	17	8	1
"New.0.CleanUp.ReferenceOTU116408"	2	7	0	2
"New.0.CleanUp.ReferenceOTU121273"	2	0	0	7
"New.0.CleanUp.ReferenceOTU122879"	0	1	0	0
"New.0.CleanUp.ReferenceOTU125389"	0	1	9	0
"New.0.CleanUp.ReferenceOTU125682"	3	4	0	4
"New.0.CleanUp.ReferenceOTU126975"	1	0	0	0
"New.0.CleanUp.ReferenceOTU131470"	1	232	0	0
"New.0.CleanUp.ReferenceOTU135290"	0	1	0	0
"New.0.CleanUp.ReferenceOTU136896"	0	0	0	1
"New.0.CleanUp.ReferenceOTU138349"	22	0	30	0
"New.0.CleanUp.ReferenceOTU138900"	0	0	0	1
"New.0.CleanUp.ReferenceOTU139618"	0	0	0	4
"New.0.CleanUp.ReferenceOTU143701"	0	0	0	1
"New.0.CleanUp.ReferenceOTU145599"	1	2	0	0
"New.1.ReferenceOTU4"	10	6	0	16
"New.1.ReferenceOTU258"	1	2	0	0
"New.1.ReferenceOTU260"	6	24	7	4
"New.1.ReferenceOTU264"	0	0	0	5
"New.1.ReferenceOTU183"	0	20	147	0
"New.1.ReferenceOTU144"	1	2	0	6
"New.1.ReferenceOTU5"	4	3	0	10
"New.1.ReferenceOTU85"	0	2	0	0
"New.1.ReferenceOTU214"	0	0	0	1
"New.1.ReferenceOTU94"	1	0	0	0
"New.1.CleanUp.ReferenceOTU18348"	1	0	0	0
"586093"	0	0	0	2
"692154"	0	0	0	1
"679245"	0	0	0	5
