""	"AQ163"	"AQ110"	"AQ109"	"AQ476"
"152229"	0	0	1	0
"535375"	0	1	0	89
"667570"	1	0	0	0
"571320"	23	0	0	0
"1016923"	0	1	0	0
"996487"	0	1	0	0
"1084952"	0	3	0	0
"1005844"	0	0	0	1
"1078248"	0	3	0	0
"544680"	0	221	5	0
"925494"	0	2	0	0
"1111582"	1	1	0	0
"572889"	620	17	18	235
"446403"	0	5	0	0
"34791"	3	0	0	0
"1107128"	0	9	0	0
"553648"	0	3	0	0
"1108726"	1	4	2	0
"990864"	0	10	1	0
"359750"	12	1	2	23
"544313"	0	6	5	4
"1047041"	0	7	2	0
"570385"	0	2	0	0
"1078207"	0	1	0	0
"1033018"	0	10	0	0
"578837"	0	1	0	0
"570444"	0	2	0	0
"922761"	1	11	1	0
"4028105"	0	0	1	0
"777466"	0	1	0	0
"1099914"	0	5	0	0
"534507"	0	1	0	0
"233981"	15	0	1491	33
"1029165"	0	1	0	0
"563572"	0	6	2	0
"581231"	0	0	1	0
"1074210"	0	5	1	0
"519864"	5	0	0	15
"582018"	0	1	0	0
"589040"	0	2	0	1
"27938"	0	0	0	2
"589597"	0	3	0	0
"739614"	0	1	0	0
"1068572"	0	2	0	0
"350697"	1	8	0	0
"1003206"	0	3	1	0
"648540"	0	1	0	1
"4360168"	0	4	0	0
"1101488"	0	0	2	0
"1083194"	0	34	1	0
"255161"	0	3	0	0
"176591"	0	2	0	0
"533373"	16	0	0	1
"938948"	0	1	0	0
"879040"	0	1	0	0
"1052264"	0	0	1	0
"1051517"	2	8	0	0
"789831"	0	1	1	0
"1083508"	0	7	0	0
"1059729"	0	3	0	0
"654742"	0	5	0	0
"1104529"	0	2	33	9
"41476"	0	1	0	0
"536986"	1	1	65	1
"792393"	228	0	0	0
"833645"	0	2	0	0
"1096738"	0	3	0	0
"1145070"	0	0	1	0
"1002005"	1	11	0	0
"1075891"	0	4	0	0
"578911"	0	2	0	0
"706432"	2	186	9	7
"969805"	0	1	0	0
"441265"	0	10	0	1
"New.0.ReferenceOTU383"	0	1	2	0
"New.0.ReferenceOTU121"	0	0	1	1
"New.0.ReferenceOTU246"	0	3	0	0
"New.0.ReferenceOTU587"	17	0	0	0
"New.0.ReferenceOTU584"	0	1	0	0
"New.0.ReferenceOTU827"	0	2	0	0
"New.0.ReferenceOTU177"	0	0	2	0
"New.0.ReferenceOTU174"	0	42	0	0
"New.0.ReferenceOTU570"	0	1	0	0
"New.0.ReferenceOTU576"	0	0	1	0
"New.0.ReferenceOTU392"	0	19	0	0
"New.0.ReferenceOTU347"	107	0	0	0
"New.0.ReferenceOTU179"	0	1	0	102
"New.0.ReferenceOTU138"	0	2	0	0
"New.0.ReferenceOTU432"	0	1	0	0
"New.0.ReferenceOTU292"	0	0	1	0
"New.0.ReferenceOTU262"	0	1	0	0
"New.0.ReferenceOTU541"	0	1	1	0
"New.0.ReferenceOTU727"	0	25	0	0
"New.0.ReferenceOTU792"	0	1	0	0
"New.0.ReferenceOTU791"	12	905	8	0
"New.0.ReferenceOTU445"	0	0	0	1
"New.0.ReferenceOTU453"	0	3	0	0
"New.0.ReferenceOTU428"	0	3	22	0
"New.0.ReferenceOTU216"	17	0	0	0
"New.0.ReferenceOTU806"	0	1	2	0
"New.0.ReferenceOTU800"	0	1	0	0
"New.0.ReferenceOTU678"	0	14	0	0
"New.0.ReferenceOTU488"	0	0	2	0
"New.0.ReferenceOTU41"	0	23	0	0
"New.0.ReferenceOTU43"	1	406	7	7
"New.0.ReferenceOTU323"	0	0	2	0
"New.0.ReferenceOTU324"	0	1	0	0
"New.0.ReferenceOTU739"	0	2	0	1
"New.0.ReferenceOTU34"	0	1	0	0
"New.0.ReferenceOTU103"	0	17	0	1
"New.0.ReferenceOTU37"	0	1	0	0
"New.0.ReferenceOTU745"	21	0	29	4
"New.0.ReferenceOTU111"	0	2	0	0
"New.0.ReferenceOTU169"	0	3	1	0
"New.0.ReferenceOTU168"	0	4	0	0
"New.0.ReferenceOTU165"	0	1	0	0
"New.0.ReferenceOTU161"	2	0	0	0
"New.0.ReferenceOTU562"	0	1	0	0
"New.0.ReferenceOTU680"	3	0	10	0
"New.0.ReferenceOTU74"	0	0	0	1
"New.0.ReferenceOTU709"	0	0	1	0
"New.0.ReferenceOTU660"	0	0	1	0
"New.0.ReferenceOTU357"	0	23	0	2
"New.0.CleanUp.ReferenceOTU32266"	0	0	5	0
"New.0.CleanUp.ReferenceOTU66163"	0	1	0	0
"New.0.CleanUp.ReferenceOTU74266"	0	0	1	0
"New.0.CleanUp.ReferenceOTU83917"	0	0	2	0
"New.0.CleanUp.ReferenceOTU91364"	0	0	1	0
"New.0.CleanUp.ReferenceOTU142303"	0	0	2	0
"586093"	0	2	0	0
"604966"	0	1	0	0
