""	"AQ396"	"AQ447"	"AQ475"	"AQ8"
"903158"	0	7	0	0
"308081"	3	0	3	1
"674655"	0	0	0	1
"209511"	43	0	8	2
"974121"	0	3	0	0
"566062"	0	1	0	0
"297672"	0	1	1	0
"1084865"	5	123	0	0
"849156"	0	1	0	0
"829851"	0	6	0	0
"265873"	4	0	1	0
"804735"	0	1	0	1
"1009894"	0	0	0	1
"1009362"	0	1	0	0
"1082059"	75	3	1	4
"1097359"	4	17	0	0
"276149"	0	27	0	0
"559613"	2	0	0	0
"780788"	0	5	0	0
"914108"	2	0	0	0
"719367"	0	1	0	0
"532419"	1	2	0	0
"541086"	1	0	0	0
"558885"	1	0	0	0
"829814"	3	0	0	0
"830688"	2	0	0	0
"711803"	0	3	0	0
"1082539"	0	15	0	0
"1069816"	0	1	0	0
"1062748"	2	2	0	1
"308309"	14	0	1	1
"4385756"	0	0	9	0
"1108960"	0	11	0	0
"574102"	0	2	0	0
"132837"	0	4	0	10
"845561"	1	0	0	0
"987760"	114	2	2	8
"953050"	1	0	0	0
"836783"	0	4	0	0
"906820"	0	1	0	0
"1007180"	0	2	0	0
"179845"	4	0	0	0
"785526"	0	5	0	0
"687940"	0	5	0	0
"588165"	1	0	0	0
"590218"	1	0	2	0
"1068902"	6	0	0	1
"1099802"	0	3	0	0
"579608"	0	20	0	0
"646549"	7	3	0	0
"351979"	3	2	190	4
"351976"	0	1	0	720
"836573"	1	0	0	0
"540269"	0	3	0	0
"941487"	2	3	0	0
"688714"	0	2	0	0
"503387"	0	1	0	0
"206826"	0	1	0	0
"721526"	0	6	0	0
"839235"	0	4	0	0
"580411"	5	0	0	0
"9510"	142	163	121	1599
"156357"	0	0	0	3
"768553"	5	0	0	0
"814277"	0	4	0	0
"529652"	0	0	17	0
"992510"	3	7	1	1
"128390"	0	4	0	0
"933546"	0	7	0	0
"807369"	1	0	0	0
"822419"	11	3	0	0
"1075821"	0	4	0	0
"889025"	1	5	0	0
"703741"	0	1	0	0
"582379"	1	4	22	1
"823476"	1	0	0	0
"543151"	18	3	5	0
"1108275"	0	2	0	1
"827497"	2	0	0	0
"1834768"	0	4	0	0
"160015"	5	2	5	40
"291844"	8	0	2	0
"156145"	3	0	0	0
"1105574"	4	5	0	0
"573035"	107	1	10	24
"349901"	0	6	0	0
"590586"	8	1	0	0
"587532"	0	0	0	1
"4476095"	0	0	1	0
"288283"	0	1	0	0
"996116"	0	4	0	0
"548576"	149	1	12	10
"288029"	0	0	0	1
"4342113"	1	0	0	0
"553623"	7	0	0	0
"712677"	25	0	1	0
"828483"	150	9	257	200
"539735"	13	0	0	0
"152229"	9	1	0	0
"580495"	1	0	0	0
"667570"	2	5	0	1
"571320"	0	1	5	2
"1016923"	0	1	0	0
"1084952"	0	7	0	0
"1005844"	0	0	0	1
"433739"	3	0	0	1
"1078248"	0	1	0	0
"1074625"	0	4	0	0
"544680"	3	138	1	1
"1011088"	0	0	0	2
"925494"	0	2	0	0
"566216"	1	0	0	0
"572889"	267	30	528	15
"446403"	0	10	0	0
"1108726"	1	0	0	0
"990864"	8	11	0	0
"359750"	3	0	5	4
"909420"	3	0	0	0
"941278"	1	0	0	0
"530833"	0	5	0	0
"544313"	5	2	0	1
"1047041"	0	17	0	0
"570385"	1	8	0	0
"593997"	0	0	0	1
"4318989"	0	1	0	0
"1033018"	1	6	0	0
"835594"	0	3	0	0
"578837"	0	1	0	0
"922761"	1	21	0	0
"1099914"	0	3	0	0
"1048194"	0	1	0	0
"534507"	0	5	0	0
"233981"	9	14	0	1
"1029165"	0	1	0	0
"563572"	2	0	0	0
"1011954"	0	4	0	0
"1565317"	0	1	0	1
"893979"	0	1	0	0
"584500"	0	1	0	0
"1074210"	0	6	0	0
"519864"	0	0	2	0
"27938"	25	0	1	0
"589597"	0	3	0	0
"883748"	0	2	0	0
"350697"	2	0	0	0
"134265"	0	1	0	0
"1003206"	0	16	0	0
"4360168"	1	0	0	4
"1101488"	24	0	1	1
"1083194"	2	53	0	0
"255161"	0	1	0	0
"917156"	1	1	0	0
"533373"	0	0	7	0
"889661"	0	4	0	0
"2855257"	0	1	0	0
"938948"	0	8	0	0
"879040"	0	7	0	0
"1052264"	1	0	0	0
"1051517"	0	3	0	0
"1083508"	3	26	0	2
"1059729"	0	9	0	0
"564704"	0	2	0	0
"654742"	0	1	0	0
"1104529"	101	2	3	5
"41476"	3	0	0	0
"536986"	1	1	56	0
"792393"	0	0	30	0
"509913"	7	0	0	0
"1145070"	2	0	0	0
"1002005"	13	18	0	2
"269774"	0	3	0	0
"706432"	27	2	1	0
"969805"	0	4	0	0
"516611"	0	3	0	0
"441265"	1	7	0	0
"New.0.ReferenceOTU384"	10	0	0	0
"New.0.ReferenceOTU246"	0	1	0	0
"New.0.ReferenceOTU584"	0	0	0	2
"New.0.ReferenceOTU90"	2	0	0	0
"New.0.ReferenceOTU23"	0	0	1	0
"New.0.ReferenceOTU827"	0	1	0	0
"New.0.ReferenceOTU782"	0	1	0	0
"New.0.ReferenceOTU392"	0	10	0	1
"New.0.ReferenceOTU158"	1	0	0	0
"New.0.ReferenceOTU347"	0	0	3	0
"New.0.ReferenceOTU179"	0	0	0	11
"New.0.ReferenceOTU138"	10	124	2	0
"New.0.ReferenceOTU225"	2	0	0	0
"New.0.ReferenceOTU769"	1	0	0	0
"New.0.ReferenceOTU292"	1	0	1	1
"New.0.ReferenceOTU296"	0	0	1	0
"New.0.ReferenceOTU727"	0	9	0	2
"New.0.ReferenceOTU791"	31	1648	2	0
"New.0.ReferenceOTU445"	1	0	1	0
"New.0.ReferenceOTU453"	0	1	0	15
"New.0.ReferenceOTU100"	7	0	2	0
"New.0.ReferenceOTU428"	30	1	0	0
"New.0.ReferenceOTU421"	1	0	0	0
"New.0.ReferenceOTU216"	1	0	2	0
"New.0.ReferenceOTU359"	0	2	1	0
"New.0.ReferenceOTU511"	1	0	0	0
"New.0.ReferenceOTU695"	1	0	0	0
"New.0.ReferenceOTU806"	2	0	0	0
"New.0.ReferenceOTU678"	0	14	0	0
"New.0.ReferenceOTU568"	1	0	0	0
"New.0.ReferenceOTU411"	2	0	0	0
"New.0.ReferenceOTU410"	1	0	0	0
"New.0.ReferenceOTU41"	2	16	4	0
"New.0.ReferenceOTU43"	6	298	0	1292
"New.0.ReferenceOTU323"	4	0	0	0
"New.0.ReferenceOTU325"	0	2	0	4
"New.0.ReferenceOTU324"	0	0	0	1
"New.0.ReferenceOTU103"	0	3	1	0
"New.0.ReferenceOTU31"	1	1	0	0
"New.0.ReferenceOTU745"	5	0	7	0
"New.0.ReferenceOTU169"	1	0	0	0
"New.0.ReferenceOTU165"	0	1	0	0
"New.0.ReferenceOTU161"	2	0	1	0
"New.0.ReferenceOTU680"	0	0	4	0
"New.0.ReferenceOTU75"	1	1	0	0
"New.0.ReferenceOTU77"	0	0	0	1
"New.0.ReferenceOTU660"	2	0	0	0
"New.0.ReferenceOTU357"	2	9	0	9
"New.0.CleanUp.ReferenceOTU157"	1	0	0	0
"New.0.CleanUp.ReferenceOTU1621"	0	1	15	0
"New.0.CleanUp.ReferenceOTU9034"	0	1	0	0
"New.0.CleanUp.ReferenceOTU11696"	3	0	0	0
"New.0.CleanUp.ReferenceOTU14180"	0	1	0	0
"New.0.CleanUp.ReferenceOTU15172"	0	1	0	0
"New.0.CleanUp.ReferenceOTU15269"	1	1	20	0
"New.0.CleanUp.ReferenceOTU15705"	1	0	0	0
"New.0.CleanUp.ReferenceOTU16366"	2	55	0	13
"New.0.CleanUp.ReferenceOTU17616"	0	0	0	1
"New.0.CleanUp.ReferenceOTU19193"	24	28	1204	2
"New.0.CleanUp.ReferenceOTU20164"	1	0	0	0
"New.0.CleanUp.ReferenceOTU21074"	1	0	0	0
"New.0.CleanUp.ReferenceOTU22635"	0	2	17	0
"New.0.CleanUp.ReferenceOTU24853"	0	2	0	0
"New.0.CleanUp.ReferenceOTU27380"	1	0	0	0
"New.0.CleanUp.ReferenceOTU32266"	2	0	1	0
"New.0.CleanUp.ReferenceOTU32288"	0	5	0	0
"New.0.CleanUp.ReferenceOTU34183"	0	0	2	2
"New.0.CleanUp.ReferenceOTU37336"	1	0	0	0
"New.0.CleanUp.ReferenceOTU38474"	167	0	2	0
"New.0.CleanUp.ReferenceOTU41194"	5	0	3	0
"New.0.CleanUp.ReferenceOTU43340"	7	1	19	0
"New.0.CleanUp.ReferenceOTU46312"	0	0	0	2
"New.0.CleanUp.ReferenceOTU50341"	1	1	9	0
"New.0.CleanUp.ReferenceOTU54406"	1	0	0	0
"New.0.CleanUp.ReferenceOTU88650"	0	1	0	0
"New.0.CleanUp.ReferenceOTU96823"	1	0	0	0
"New.0.CleanUp.ReferenceOTU102343"	1	0	0	0
"New.0.CleanUp.ReferenceOTU104626"	8	2	21	0
"New.0.CleanUp.ReferenceOTU107099"	2	0	0	0
"New.0.CleanUp.ReferenceOTU108577"	12	0	5	1
"New.0.CleanUp.ReferenceOTU109902"	1	1	0	0
"New.0.CleanUp.ReferenceOTU111110"	0	33	0	0
"New.0.CleanUp.ReferenceOTU111477"	7	0	19	0
"New.0.CleanUp.ReferenceOTU116380"	12	0	1	0
"New.0.CleanUp.ReferenceOTU116408"	6	0	0	0
"New.0.CleanUp.ReferenceOTU122879"	2	0	0	0
"New.0.CleanUp.ReferenceOTU125389"	0	0	18	0
"New.0.CleanUp.ReferenceOTU125682"	3	0	0	1
"New.0.CleanUp.ReferenceOTU131470"	2	0	0	3
"New.0.CleanUp.ReferenceOTU135290"	0	0	1	0
"New.0.CleanUp.ReferenceOTU136896"	1	0	0	0
"New.0.CleanUp.ReferenceOTU138349"	0	0	14	0
"New.0.CleanUp.ReferenceOTU139618"	0	1	0	1
"New.1.ReferenceOTU4"	1	0	0	0
"New.1.ReferenceOTU258"	1	0	0	0
"New.1.ReferenceOTU260"	3	0	11	9
"New.1.ReferenceOTU264"	1	1	0	32
"New.1.ReferenceOTU183"	8	0	481	0
"New.1.ReferenceOTU144"	1	0	0	1
"New.1.ReferenceOTU5"	0	0	0	1
"New.1.ReferenceOTU94"	2	0	0	1
"New.3.ReferenceOTU478"	0	8	0	0
"New.3.ReferenceOTU105"	0	6	0	0
"New.3.ReferenceOTU106"	0	1	0	0
"1110317"	0	0	1	0
"604966"	0	1	0	0
"692154"	0	1	0	0
