""	"AQ423"	"AQ500"	"AQ138"	"AQ863"
"1062748"	4	11	29	24
"308309"	1	7	1	2
"4385756"	9	2	1	1
"1108960"	0	2	3	2
"132837"	1	36	2	0
"845561"	0	0	1	2
"987760"	2	14	6	24
"687940"	0	0	1	0
"963854"	0	1	0	0
"588165"	0	0	0	3
"590218"	1	0	2	0
"1099802"	0	1	0	0
"579608"	0	1	0	0
"646549"	0	2	0	8
"351979"	146	0	13	51
"351976"	0	0	4	0
"1040713"	0	0	0	1
"9510"	2	5	40	7
"156357"	0	0	2	0
"768553"	1	0	0	0
"814277"	0	0	4	1
"529652"	17	0	0	0
"992510"	21	57	200	123
"128390"	0	0	0	1
"933546"	0	1	2	0
"176420"	0	0	2	0
"703741"	0	0	0	23
"582379"	142	0	0	0
"823476"	0	0	0	5
"543151"	0	6	4	22
"1108275"	1	4	8	6
"1834768"	0	1	0	0
"291844"	0	5	0	2
"156145"	1	0	0	8
"573035"	17	32	148	84
"656307"	0	0	0	2
"590586"	0	0	0	1
"4476095"	0	0	0	1
"548576"	0	17	16	124
"1106324"	4	5	36	17
"288029"	0	0	0	1
"239345"	0	0	0	1
"4342113"	0	0	5	5
"553623"	0	0	0	1
"712677"	3	7	0	0
"828483"	571	259	216	55
"539735"	0	0	0	1
"580254"	0	0	0	1
"152229"	0	0	0	8
"667570"	0	2	0	0
"571320"	0	3	1	0
"4422519"	0	1	0	0
"1005844"	1	0	0	0
"544680"	0	52	0	186
"1011088"	0	0	0	3
"1111582"	0	0	0	2
"572889"	409	69	9	381
"34791"	0	0	0	12
"1108726"	20	85	312	142
"990864"	0	1	0	1
"359750"	12	1	2	1
"538602"	0	0	7	2
"544313"	0	2	0	0
"1047041"	0	0	1	4
"4318989"	0	1	0	1
"4028105"	0	1	0	0
"1099914"	0	0	0	1
"534507"	1	0	0	0
"233981"	3	0	0	49
"1029165"	0	0	3	0
"563572"	4	0	0	0
"1074210"	0	1	0	0
"519864"	3	0	0	0
"27938"	0	0	0	8
"739614"	0	5	28	5
"350697"	0	935	0	5
"1003206"	0	3	4	7
"648540"	0	0	0	1
"4360168"	2	1	0	0
"1101488"	0	0	0	1
"1083194"	0	2	0	0
"533373"	6	0	0	2
"938948"	1	0	0	0
"1052264"	0	0	1	0
"1051517"	0	0	7	1
"1083508"	0	1	0	4
"362965"	0	0	0	1
"1104529"	20	16	0	39
"41476"	0	1	0	0
"536986"	36	0	1	0
"792393"	6	0	0	0
"1002005"	3	0	1	4
"269774"	0	4	0	0
"706432"	1	1	2	4
"814282"	9	36	169	92
"New.0.ReferenceOTU587"	0	3	0	9
"New.0.ReferenceOTU584"	0	0	1	0
"New.0.ReferenceOTU827"	0	1	2	0
"New.0.ReferenceOTU174"	0	1	0	3
"New.0.ReferenceOTU782"	0	0	0	1
"New.0.ReferenceOTU392"	0	6	0	12
"New.0.ReferenceOTU347"	2	11	0	0
"New.0.ReferenceOTU179"	0	0	2	0
"New.0.ReferenceOTU138"	3	20	0	188
"New.0.ReferenceOTU265"	0	0	0	1
"New.0.ReferenceOTU311"	1	0	0	2
"New.0.ReferenceOTU727"	0	3	0	26
"New.0.ReferenceOTU791"	22	163	1	722
"New.0.ReferenceOTU445"	5	1	3	2
"New.0.ReferenceOTU453"	0	0	6	0
"New.0.ReferenceOTU100"	0	1	0	6
"New.0.ReferenceOTU428"	0	2	2	2
"New.0.ReferenceOTU216"	4	8	0	3
"New.0.ReferenceOTU359"	1	0	15	0
"New.0.ReferenceOTU806"	0	1	0	0
"New.0.ReferenceOTU678"	0	0	0	2
"New.0.ReferenceOTU411"	0	1	0	2
"New.0.ReferenceOTU410"	0	0	0	1
"New.0.ReferenceOTU41"	2	0	0	3
"New.0.ReferenceOTU43"	10	86	430	135
"New.0.ReferenceOTU325"	0	0	1	0
"New.0.ReferenceOTU103"	2	0	2	4
"New.0.ReferenceOTU31"	1	0	1	3
"New.0.ReferenceOTU745"	5	2	0	4
"New.0.ReferenceOTU161"	8	12	3	2
"New.0.ReferenceOTU162"	0	0	0	2
"New.0.ReferenceOTU564"	1	0	0	0
"New.0.ReferenceOTU680"	3	0	0	0
"New.0.ReferenceOTU660"	0	0	0	10
"New.0.ReferenceOTU357"	3	4	7	6
"New.0.CleanUp.ReferenceOTU1621"	18	0	0	2
"New.0.CleanUp.ReferenceOTU9034"	0	0	0	1
"New.0.CleanUp.ReferenceOTU14180"	0	0	1	0
"New.0.CleanUp.ReferenceOTU15269"	6	7	0	2
"New.0.CleanUp.ReferenceOTU16366"	0	56	2	0
"New.0.CleanUp.ReferenceOTU19193"	1008	0	3	4
"New.0.CleanUp.ReferenceOTU20164"	0	0	0	1
"New.0.CleanUp.ReferenceOTU22635"	14	0	1	1
"New.0.CleanUp.ReferenceOTU22975"	0	0	0	1
"New.0.CleanUp.ReferenceOTU26719"	2	0	6	2
"New.0.CleanUp.ReferenceOTU27380"	0	0	0	1
"New.0.CleanUp.ReferenceOTU32266"	2	0	1	0
"New.0.CleanUp.ReferenceOTU32288"	0	0	0	5
"New.0.CleanUp.ReferenceOTU34183"	0	0	0	1
"New.0.CleanUp.ReferenceOTU41194"	0	0	0	2
"New.0.CleanUp.ReferenceOTU43340"	24	1	0	8
"New.0.CleanUp.ReferenceOTU50341"	18	0	0	11
"New.0.CleanUp.ReferenceOTU58115"	0	0	0	1
"New.0.CleanUp.ReferenceOTU77786"	0	4	21	7
"New.0.CleanUp.ReferenceOTU102343"	0	0	0	1
"New.0.CleanUp.ReferenceOTU104032"	0	0	1	0
"New.0.CleanUp.ReferenceOTU104626"	14	3	0	9
"New.0.CleanUp.ReferenceOTU107099"	0	0	0	1
"New.0.CleanUp.ReferenceOTU108577"	1	8	0	0
"New.0.CleanUp.ReferenceOTU111110"	0	4	0	42
"New.0.CleanUp.ReferenceOTU111477"	17	9	0	6
"New.0.CleanUp.ReferenceOTU116380"	7	11	0	0
"New.0.CleanUp.ReferenceOTU116408"	0	2	0	0
"New.0.CleanUp.ReferenceOTU121273"	0	4	13	2
"New.0.CleanUp.ReferenceOTU121721"	0	1	0	0
"New.0.CleanUp.ReferenceOTU122879"	0	0	0	3
"New.0.CleanUp.ReferenceOTU125389"	23	0	0	1
"New.0.CleanUp.ReferenceOTU125682"	0	1	1	3
"New.0.CleanUp.ReferenceOTU131470"	1	0	0	0
"New.0.CleanUp.ReferenceOTU138349"	20	0	0	2
"New.0.CleanUp.ReferenceOTU139618"	0	0	14	0
"New.0.CleanUp.ReferenceOTU143701"	0	0	0	4
"New.1.ReferenceOTU4"	5	6	13	4
"New.1.ReferenceOTU258"	0	0	0	2
"New.1.ReferenceOTU260"	15	7	22	1
"New.1.ReferenceOTU264"	2	1	8	1
"New.1.ReferenceOTU183"	398	1	0	4
"New.1.ReferenceOTU5"	4	2	30	18
"1110317"	0	0	0	1
"604966"	0	0	0	3
"949863"	0	0	0	1
"692154"	0	0	0	2
"997439"	0	0	0	1
"679245"	0	0	0	15
