""	"AQ1539"	"AQ1541"	"AQ1490"	"AQ1436"
"584500"	0	0	0	4
"519864"	0	5	0	0
"27938"	1	0	0	10
"739614"	0	0	0	225
"1003206"	1	0	0	2
"4360168"	0	0	0	2
"1083194"	0	0	0	1
"533373"	27	1	0	0
"1052264"	1	0	0	0
"1051517"	0	1	0	0
"362965"	0	0	0	1
"1104529"	5	1	0	1
"536986"	0	20	10	0
"792393"	0	24	1	2
"509913"	1	0	1	0
"1002005"	1	1	1	23
"706432"	4	0	1	1
"814282"	47	28	3	67
"441265"	1	0	0	2
"New.0.ReferenceOTU584"	0	0	0	10
"New.0.ReferenceOTU827"	0	0	0	1
"New.0.ReferenceOTU176"	0	0	0	1
"New.0.ReferenceOTU177"	1	1	0	0
"New.0.ReferenceOTU174"	0	0	0	5
"New.0.ReferenceOTU782"	0	0	0	14
"New.0.ReferenceOTU392"	0	0	0	9
"New.0.ReferenceOTU138"	8	0	0	75
"New.0.ReferenceOTU346"	0	2	0	0
"New.0.ReferenceOTU463"	1	0	0	0
"New.0.ReferenceOTU547"	1	0	0	0
"New.0.ReferenceOTU727"	0	0	0	9
"New.0.ReferenceOTU791"	9	4	0	663
"New.0.ReferenceOTU445"	6	8	0	13
"New.0.ReferenceOTU453"	0	0	0	63
"New.0.ReferenceOTU428"	2	0	1	0
"New.0.ReferenceOTU216"	1	1	0	0
"New.0.ReferenceOTU359"	1	0	0	7
"New.0.ReferenceOTU678"	0	0	0	3
"New.0.ReferenceOTU254"	0	0	0	1
"New.0.ReferenceOTU411"	1	1	0	0
"New.0.ReferenceOTU41"	0	0	0	65
"New.0.ReferenceOTU43"	4	5	7	173
"New.0.ReferenceOTU325"	0	0	0	10
"New.0.ReferenceOTU103"	0	0	0	54
"New.0.ReferenceOTU31"	1	0	0	3
"New.0.ReferenceOTU745"	10	9	2	0
"New.0.ReferenceOTU111"	0	0	0	12
"New.0.ReferenceOTU161"	0	0	0	5
"New.0.ReferenceOTU680"	0	3	1	0
"New.0.ReferenceOTU660"	1	0	0	0
"New.0.ReferenceOTU703"	1	0	1	0
"New.0.ReferenceOTU509"	1	0	1	0
"New.0.ReferenceOTU357"	0	0	1	2
"New.0.CleanUp.ReferenceOTU1621"	38	13	0	0
"New.0.CleanUp.ReferenceOTU10893"	1	0	0	0
"New.0.CleanUp.ReferenceOTU15269"	10	7	2	0
"New.0.CleanUp.ReferenceOTU15705"	0	0	0	2
"New.0.CleanUp.ReferenceOTU16366"	0	0	2	0
"New.0.CleanUp.ReferenceOTU19193"	4	519	280	0
"New.0.CleanUp.ReferenceOTU22635"	23	19	0	0
"New.0.CleanUp.ReferenceOTU26719"	4	6	0	5
"New.0.CleanUp.ReferenceOTU27380"	2	0	0	0
"New.0.CleanUp.ReferenceOTU29632"	0	1	0	0
"New.0.CleanUp.ReferenceOTU32266"	0	1	0	0
"New.0.CleanUp.ReferenceOTU34183"	0	2	0	0
"New.0.CleanUp.ReferenceOTU41194"	1	0	0	1
"New.0.CleanUp.ReferenceOTU43340"	17	17	3	0
"New.0.CleanUp.ReferenceOTU46312"	0	0	1	0
"New.0.CleanUp.ReferenceOTU50341"	23	24	0	1
"New.0.CleanUp.ReferenceOTU77786"	1	3	1	4
"New.0.CleanUp.ReferenceOTU100929"	0	0	0	1
"New.0.CleanUp.ReferenceOTU104626"	54	15	14	0
"New.0.CleanUp.ReferenceOTU106318"	0	0	0	5
"New.0.CleanUp.ReferenceOTU108577"	0	11	5	0
"New.0.CleanUp.ReferenceOTU109702"	0	0	0	1
"New.0.CleanUp.ReferenceOTU111110"	0	0	0	8
"New.0.CleanUp.ReferenceOTU111477"	27	20	5	0
"New.0.CleanUp.ReferenceOTU116380"	7	14	68	1
"New.0.CleanUp.ReferenceOTU121273"	2	1	0	4
"New.0.CleanUp.ReferenceOTU125389"	0	12	1	0
"New.0.CleanUp.ReferenceOTU127664"	2	0	0	0
"New.0.CleanUp.ReferenceOTU131470"	0	0	5	0
"New.0.CleanUp.ReferenceOTU138349"	68	27	0	0
"New.0.CleanUp.ReferenceOTU139618"	0	0	0	28
"New.0.CleanUp.ReferenceOTU143240"	1	0	0	0
"New.1.ReferenceOTU4"	0	4	0	9
"New.1.ReferenceOTU260"	0	17	0	1
"New.1.ReferenceOTU264"	0	1	0	2
"New.1.ReferenceOTU279"	0	0	0	2
"New.1.ReferenceOTU183"	0	214	0	0
"New.1.ReferenceOTU5"	0	3	0	3
"New.1.ReferenceOTU85"	0	0	0	2
"New.1.ReferenceOTU94"	0	1	0	0
"New.1.CleanUp.ReferenceOTU26526"	0	0	1	0
"New.1.CleanUp.ReferenceOTU28004"	0	0	23	0
"New.2.ReferenceOTU15"	0	0	1	0
"New.2.ReferenceOTU284"	1	0	0	0
"New.2.ReferenceOTU94"	2	0	0	0
"New.2.ReferenceOTU148"	1	0	103	0
"692154"	1	0	0	2
"679245"	0	0	0	1
