""	"AQ1464"	"AQ1513"	"AQ1489"	"AQ1488"
"156357"	5	0	0	303
"768553"	0	0	0	7
"992510"	22	77	0	202
"128390"	1	0	0	0
"933546"	0	3	0	19
"807369"	1	1	0	0
"889025"	4	0	0	0
"703741"	0	0	0	1
"582379"	0	0	1	0
"543151"	0	5	0	22
"1108275"	2	4	0	6
"160015"	3	0	0	9
"291844"	7	1	0	3
"573035"	38	54	5	44
"590586"	1	0	0	0
"4440085"	0	0	0	1
"548576"	1	21	0	110
"1106324"	5	6	0	12
"4342113"	0	1	0	13
"712677"	2	4	0	0
"828483"	664	54	1	209
"539735"	0	1	0	0
"571320"	29	0	0	0
"1084952"	0	1	0	1
"1005844"	0	0	0	4
"433739"	0	1	0	0
"544680"	0	7	0	32
"572889"	472	134	0	36
"34791"	0	37	377	0
"553648"	0	0	0	1
"1108726"	56	136	2	237
"359750"	11	2	0	2
"909420"	0	1	0	0
"538602"	1	0	0	1
"544313"	0	0	0	2
"1047041"	0	0	0	1
"593997"	1	0	0	0
"4318989"	0	0	0	6
"1033018"	0	0	0	12
"922761"	1	1	0	7
"4028105"	0	1	0	0
"1099914"	1	4	0	12
"233981"	0	323	0	0
"587444"	0	1	0	0
"893979"	0	1	0	3
"584500"	0	0	0	2
"589040"	0	0	1	0
"27938"	0	2	0	8
"589597"	0	0	0	5
"739614"	2	0	0	5
"1068572"	1	0	0	0
"350697"	0	18	0	112
"1101488"	0	1	0	0
"1083194"	0	3	0	3
"533373"	0	2	0	0
"1051517"	0	0	0	2
"1059729"	0	0	0	2
"42256"	0	0	2	0
"654742"	1	0	0	0
"1104529"	2	8	0	60
"41476"	0	1	0	0
"536986"	35	0	0	2
"792393"	3	1	0	0
"1002005"	0	2	0	5
"269774"	1	1	0	7
"1075891"	0	1	0	0
"706432"	0	2	0	2
"814282"	14	59	0	107
"441265"	0	5	0	9
"New.0.ReferenceOTU384"	0	0	0	3
"New.0.ReferenceOTU587"	0	6	295	0
"New.0.ReferenceOTU827"	1	1	0	0
"New.0.ReferenceOTU177"	0	0	0	1
"New.0.ReferenceOTU570"	0	1	0	0
"New.0.ReferenceOTU347"	0	96	705	0
"New.0.ReferenceOTU138"	0	2	1	3
"New.0.ReferenceOTU225"	1	0	0	0
"New.0.ReferenceOTU292"	0	1	0	0
"New.0.ReferenceOTU547"	0	1	0	0
"New.0.ReferenceOTU541"	0	1	0	0
"New.0.ReferenceOTU58"	0	1	0	0
"New.0.ReferenceOTU727"	0	0	0	2
"New.0.ReferenceOTU791"	0	20	0	215
"New.0.ReferenceOTU445"	4	14	1	15
"New.0.ReferenceOTU453"	7	0	0	0
"New.0.ReferenceOTU100"	0	0	0	2
"New.0.ReferenceOTU428"	0	1	1	0
"New.0.ReferenceOTU216"	0	1496	1185	0
"New.0.ReferenceOTU358"	0	1	0	0
"New.0.ReferenceOTU411"	0	0	0	9
"New.0.ReferenceOTU43"	728	14	1	11
"New.0.ReferenceOTU323"	1	0	0	1
"New.0.ReferenceOTU325"	0	0	0	1
"New.0.ReferenceOTU739"	1	0	0	0
"New.0.ReferenceOTU31"	0	0	1	4
"New.0.ReferenceOTU745"	4	1	0	0
"New.0.ReferenceOTU168"	1	0	0	0
"New.0.ReferenceOTU161"	0	2	953	3
"New.0.ReferenceOTU162"	1	0	0	0
"New.0.ReferenceOTU680"	4	0	0	0
"New.0.ReferenceOTU660"	0	1	0	0
"New.0.ReferenceOTU357"	26	1	0	1
"New.0.CleanUp.ReferenceOTU1621"	0	3	0	0
"New.0.CleanUp.ReferenceOTU14180"	1	0	0	0
"New.0.CleanUp.ReferenceOTU15269"	3	0	0	0
"New.0.CleanUp.ReferenceOTU15705"	0	0	0	1
"New.0.CleanUp.ReferenceOTU16366"	15	0	0	3
"New.0.CleanUp.ReferenceOTU17616"	0	0	1	0
"New.0.CleanUp.ReferenceOTU19193"	813	3	1	34
"New.0.CleanUp.ReferenceOTU22635"	0	3	0	0
"New.0.CleanUp.ReferenceOTU22975"	0	0	0	1
"New.0.CleanUp.ReferenceOTU26719"	4	13	0	8
"New.0.CleanUp.ReferenceOTU27380"	0	1	0	0
"New.0.CleanUp.ReferenceOTU32266"	1	0	0	0
"New.0.CleanUp.ReferenceOTU38474"	0	1	0	0
"New.0.CleanUp.ReferenceOTU41194"	0	1	0	4
"New.0.CleanUp.ReferenceOTU43340"	10	6	0	0
"New.0.CleanUp.ReferenceOTU50341"	3	7	0	0
"New.0.CleanUp.ReferenceOTU77349"	0	1	0	0
"New.0.CleanUp.ReferenceOTU77786"	1	2	1	8
"New.0.CleanUp.ReferenceOTU103413"	0	0	0	1
"New.0.CleanUp.ReferenceOTU104626"	11	6	0	0
"New.0.CleanUp.ReferenceOTU107099"	0	0	0	1
"New.0.CleanUp.ReferenceOTU108577"	22	0	0	3
"New.0.CleanUp.ReferenceOTU109358"	0	1	0	0
"New.0.CleanUp.ReferenceOTU111110"	0	2	1	2
"New.0.CleanUp.ReferenceOTU111477"	6	7	0	0
"New.0.CleanUp.ReferenceOTU116380"	15	4	0	6
"New.0.CleanUp.ReferenceOTU116408"	0	1	0	3
"New.0.CleanUp.ReferenceOTU121273"	1	0	0	3
"New.0.CleanUp.ReferenceOTU122879"	0	0	0	2
"New.0.CleanUp.ReferenceOTU125389"	23	0	0	1
"New.0.CleanUp.ReferenceOTU125682"	0	0	0	1
"New.0.CleanUp.ReferenceOTU131470"	18	0	0	0
"New.0.CleanUp.ReferenceOTU136263"	0	0	1	0
"New.0.CleanUp.ReferenceOTU138349"	0	4	0	0
"New.1.ReferenceOTU4"	4	22	0	7
"New.1.ReferenceOTU260"	18	4	0	3
"New.1.ReferenceOTU264"	14	0	0	0
"New.1.ReferenceOTU183"	311	0	1	23
"New.1.ReferenceOTU144"	1	0	0	0
"New.1.ReferenceOTU5"	3	5	1	3
"New.1.ReferenceOTU85"	0	0	1	0
"679245"	0	1	0	2
