""	"AQ999"	"AQ736"	"AQ215"	"AQ189"	"AQ710"	"AQ239"	"AQ554"	"AQ684"	"AQ762"	"AQ371"	"AQ111"	"AQ84"	"AQ135"	"AQ345"	"AQ658"	"AQ58"	"AQ320"	"AQ318"	"AQ261"	"AQ266"	"AQ265"
"593489"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"350697"	19	1	0	118	33	0	0	1	8	0	266	0	1	74	0	147	0	21	0	32	22
"1003206"	8	0	0	0	0	0	0	0	0	19	0	19	0	0	0	0	0	1	0	0	0
"648540"	2	0	0	0	0	2	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0
"4360168"	0	1	3	0	0	4	4	5	0	0	0	0	0	0	3	2	0	1	0	0	0
"562010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
"1101488"	1	2	0	0	0	0	1	1	0	0	1	0	0	2	1	0	0	0	0	0	0
"1083194"	58	0	0	0	0	0	1	0	0	0	8	226	0	0	0	0	0	36	4	0	0
"255161"	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0
"176591"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"917156"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"533373"	0	0	4	5	0	0	0	0	0	0	8	0	0	19	0	0	5	1	0	0	0
"889661"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"2855257"	6	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
"938948"	6	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	5	2	0	0
"879040"	9	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	3	0	0	0
"585493"	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"1051517"	2	0	24	0	0	0	0	1	0	0	0	4	0	0	0	0	0	7	2	0	0
"789831"	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"1083508"	15	0	0	0	0	0	0	0	0	0	2	47	0	0	0	0	0	17	2	0	0
"1059729"	6	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	0	7	1	0	0
"42256"	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"564704"	0	0	3	0	0	0	0	0	0	0	1	7	0	2	0	71	0	0	0	0	0
"362965"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0
"654742"	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	1	2	0	0
"1104529"	1	0	4	0	2	0	18	5	0	0	0	2	1	2	3	4	0	7	0	0	0
"41476"	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
"536986"	1	0	6	0	0	2	0	1	0	0	2	0	6	2	0	9	0	1	82	7	148
"792393"	0	0	66	8	0	0	0	0	0	0	5	0	0	29	0	0	0	0	1	0	4
"3393186"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"833645"	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
"509913"	3	0	4	0	0	19	0	0	0	0	0	0	1	4	0	0	0	1	0	0	0
"1096738"	2	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	3	0	0	0
"1002005"	26	3	6	0	0	19	1	0	0	0	0	47	2	2	6	13	1	5	1	0	0
"269774"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0
"1075891"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"578911"	3	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
"706432"	7	0	0	0	0	0	0	3	0	0	2	22	5	0	1	0	0	3	0	0	0
"966091"	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0
"814282"	1	2	0	0	0	2	36	0	0	4	0	1	0	2	0	0	0	2	0	0	0
"969805"	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
"516611"	3	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	1	0	0
"441265"	13	0	0	0	0	0	0	0	0	0	2	22	1	1	2	0	1	4	3	0	1
"New.0.ReferenceOTU384"	0	0	0	0	0	1	4	10	0	1	0	0	0	1	0	1	0	0	0	0	0
"New.0.ReferenceOTU121"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
"New.0.ReferenceOTU246"	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU584"	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"New.0.ReferenceOTU827"	0	1	0	0	0	0	1	6	0	1	0	0	0	0	0	1	0	1	1	0	0
"New.0.ReferenceOTU176"	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
"New.0.ReferenceOTU177"	0	0	1	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"New.0.ReferenceOTU174"	0	0	2	0	0	74	0	0	0	0	0	0	18	0	0	30	0	18	1	0	0
"New.0.ReferenceOTU570"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU302"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU782"	0	0	1	0	0	7	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0
"New.0.ReferenceOTU392"	0	10	1	0	0	10	4	1	0	0	0	1	2	0	2	21	0	7	0	0	0
"New.0.ReferenceOTU158"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU347"	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU349"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"New.0.ReferenceOTU179"	0	18	0	0	13	0	130	258	102	0	6	0	0	0	6	0	0	2	0	0	0
"New.0.ReferenceOTU138"	2	0	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0
"New.0.ReferenceOTU437"	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU618"	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU292"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU262"	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU541"	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU58"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"New.0.ReferenceOTU649"	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0
"New.0.ReferenceOTU311"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"New.0.ReferenceOTU727"	0	0	7	0	0	13	0	0	0	0	3	0	3	0	0	30	0	21	0	0	0
"New.0.ReferenceOTU723"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU792"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU791"	12	0	209	0	0	2041	0	0	0	0	6	7	331	6	0	698	0	510	26	5	4
"New.0.ReferenceOTU445"	1	0	2	0	0	2	3	1	0	12	1	0	0	0	0	3	0	0	0	0	0
"New.0.ReferenceOTU453"	2	5	2	0	0	7	1	0	0	0	0	0	1	0	3	0	0	3	1	0	0
"New.0.ReferenceOTU428"	0	1	1	0	0	0	1	2	0	0	0	1	0	1	0	0	1	0	0	0	0
"New.0.ReferenceOTU421"	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU216"	0	0	2	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU359"	0	0	5	0	0	3	0	0	1	0	0	0	52	0	0	4	0	0	14	0	0
"New.0.ReferenceOTU695"	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU806"	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0
"New.0.ReferenceOTU800"	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU678"	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	21	0	2	0	1	0
"New.0.ReferenceOTU773"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU252"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU488"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
"New.0.ReferenceOTU411"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"New.0.ReferenceOTU410"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU413"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU41"	8	0	8	0	0	2	1	1	0	1	0	0	8	1	1	4	0	13	1	1	0
"New.0.ReferenceOTU43"	7	1183	55	0	0	353	868	114	0	0	1	3	34	5	1149	286	15	174	2	5	0
"New.0.ReferenceOTU325"	1	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	2	0	1	0
"New.0.ReferenceOTU324"	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0
"New.0.ReferenceOTU739"	0	0	3	0	0	0	2	5	0	1	0	0	6	0	1	0	0	0	1	0	0
"New.0.ReferenceOTU34"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU103"	6	0	4	0	0	1	1	1	0	0	0	0	2	0	1	4	0	21	0	2	0
"New.0.ReferenceOTU31"	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU745"	1	8	7	14	0	1	5	6	1	0	12	0	3	18	8	6	3	0	7	4	32
"New.0.ReferenceOTU329"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU111"	1	0	0	0	0	4	0	2	0	0	0	0	0	0	0	2	0	3	0	0	0
"New.0.ReferenceOTU169"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	1	0	0	0
"New.0.ReferenceOTU168"	0	0	1	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU165"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"New.0.ReferenceOTU167"	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU161"	1	2	2	0	0	0	0	1	0	1	0	0	1	0	0	0	0	6	0	0	0
"New.0.ReferenceOTU162"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU369"	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU562"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"New.0.ReferenceOTU680"	0	0	9	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	19	0	46
"New.0.ReferenceOTU71"	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU75"	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU703"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU113"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU509"	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.ReferenceOTU357"	0	107	3	0	0	29	41	15	0	0	0	0	2	0	87	13	4	16	1	0	0
"New.0.CleanUp.ReferenceOTU157"	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU1621"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
"New.0.CleanUp.ReferenceOTU9034"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU12466"	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU15172"	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU15269"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
"New.0.CleanUp.ReferenceOTU16366"	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	0	0
"New.0.CleanUp.ReferenceOTU19193"	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	207	0
"New.0.CleanUp.ReferenceOTU22635"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
"New.0.CleanUp.ReferenceOTU24853"	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU27380"	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU32266"	0	0	0	0	0	1	4	1	0	8	1	0	0	0	1	1	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU32288"	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU38474"	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU42022"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU43340"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
"New.0.CleanUp.ReferenceOTU46312"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU50341"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0
"New.0.CleanUp.ReferenceOTU66163"	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU73319"	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU74266"	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	3	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU77349"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU91364"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU100929"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU102343"	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU104032"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU104626"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
"New.0.CleanUp.ReferenceOTU108577"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0
"New.0.CleanUp.ReferenceOTU109702"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"New.0.CleanUp.ReferenceOTU111477"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
"New.0.CleanUp.ReferenceOTU116380"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
"New.0.CleanUp.ReferenceOTU121922"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU125389"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
"New.0.CleanUp.ReferenceOTU131470"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU138349"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
"New.0.CleanUp.ReferenceOTU139618"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU143701"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"New.0.CleanUp.ReferenceOTU145599"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"New.1.ReferenceOTU260"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
"New.1.ReferenceOTU264"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"New.1.ReferenceOTU183"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0
"New.1.CleanUp.ReferenceOTU18348"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"New.1.CleanUp.ReferenceOTU26526"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"New.1.CleanUp.ReferenceOTU49076"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"New.3.ReferenceOTU478"	13	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
"New.3.ReferenceOTU285"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"New.3.ReferenceOTU520"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.3.ReferenceOTU157"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"New.3.ReferenceOTU105"	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"New.3.ReferenceOTU59"	5	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
"604966"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
"692154"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"997439"	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0
