""	"AQ346"	"AQ317"	"AQ6"
"1097359"	1	0	0
"276149"	1	0	0
"559613"	0	3	0
"914108"	1	0	0
"558885"	1	2	0
"830688"	0	1	0
"1082539"	1	0	0
"1062748"	2	0	0
"308309"	0	1	3
"4385756"	0	0	2
"833317"	3	0	0
"132837"	0	0	10
"1107011"	14	0	0
"987760"	20	136	3
"1044436"	5	0	0
"585648"	0	1	0
"579608"	3	0	0
"646549"	6	2	0
"902334"	2	0	0
"351979"	121	54	6
"503387"	2	0	0
"1040713"	0	1	0
"839235"	1	0	0
"580411"	0	9	0
"9510"	17	1	116
"529652"	1	0	0
"992510"	0	3	0
"128390"	3	0	0
"933546"	5	0	0
"807369"	5	1	0
"1020605"	0	1	0
"377613"	1	0	0
"822419"	2	0	0
"703741"	3	0	0
"582379"	65	28	0
"823476"	0	1	0
"543151"	0	11	0
"1108275"	0	1	0
"160015"	0	0	17
"538237"	1	0	0
"573035"	11	59	1
"590586"	0	4	0
"587532"	0	1	0
"4476095"	0	1	0
"996116"	1	0	0
"900973"	1	0	0
"548576"	1	17	0
"288029"	0	4	0
"239345"	1	0	0
"553623"	1	1	0
"591748"	7	0	0
"712677"	1	0	0
"828483"	41	11	22
"539735"	1	1	0
"152229"	0	1	0
"535375"	2	0	0
"1016923"	2	0	0
"1084952"	2	0	0
"4422519"	1	0	0
"544680"	0	3	2
"1111582"	2	0	0
"861376"	0	2	0
"572889"	2140	87	522
"446403"	4	0	0
"1107128"	10	0	0
"553648"	1	0	0
"990864"	5	1	0
"359750"	1	0	0
"544313"	2	2	1
"1047041"	4	1	0
"593997"	1	0	0
"4318989"	0	1	0
"1033018"	3	1	0
"570444"	4	0	0
"922761"	4	0	0
"1099914"	0	1	0
"534507"	1	0	0
"233981"	10	1965	0
"563572"	411	245	0
"1011954"	2	0	0
"519864"	89	21	0
"589040"	2	0	0
"27938"	1	0	0
"589597"	1	0	0
"593489"	3	1	0
"350697"	0	0	5
"1003206"	0	1	0
"1101488"	0	4	0
"1083194"	9	0	0
"176591"	0	1	0
"810672"	1	0	0
"533373"	9	1	0
"938948"	3	0	0
"1051517"	4	2	0
"789831"	0	1	0
"1083508"	3	1	0
"1059729"	1	0	0
"654742"	1	0	0
"1104529"	4	19	0
"536986"	1	77	339
"792393"	0	0	12
"1096738"	0	2	0
"1145070"	0	1	0
"1002005"	2	9	0
"269774"	0	4	0
"578911"	1	0	0
"706432"	1	4	0
"441265"	2	1	0
"New.0.ReferenceOTU246"	3	0	0
"New.0.ReferenceOTU584"	1	1	0
"New.0.ReferenceOTU827"	5	0	0
"New.0.ReferenceOTU176"	3	0	0
"New.0.ReferenceOTU174"	0	3	0
"New.0.ReferenceOTU300"	0	2	0
"New.0.ReferenceOTU302"	1	0	0
"New.0.ReferenceOTU179"	2	0	0
"New.0.ReferenceOTU769"	0	1	0
"New.0.ReferenceOTU547"	1	0	0
"New.0.ReferenceOTU541"	0	1	0
"New.0.ReferenceOTU791"	2	16	2
"New.0.ReferenceOTU453"	2	0	0
"New.0.ReferenceOTU100"	0	1	0
"New.0.ReferenceOTU428"	6	11	0
"New.0.ReferenceOTU421"	0	1	0
"New.0.ReferenceOTU359"	0	1	3
"New.0.ReferenceOTU806"	0	1	0
"New.0.ReferenceOTU678"	0	1	0
"New.0.ReferenceOTU773"	2	0	0
"New.0.ReferenceOTU488"	0	3	0
"New.0.ReferenceOTU254"	2	0	0
"New.0.ReferenceOTU411"	0	1	0
"New.0.ReferenceOTU41"	3	0	0
"New.0.ReferenceOTU43"	40	7	1
"New.0.ReferenceOTU325"	2	0	0
"New.0.ReferenceOTU324"	4	0	1
"New.0.ReferenceOTU739"	5	0	1
"New.0.ReferenceOTU34"	3	0	0
"New.0.ReferenceOTU31"	1	0	0
"New.0.ReferenceOTU745"	6	5	0
"New.0.ReferenceOTU169"	280	32	0
"New.0.ReferenceOTU168"	2	0	0
"New.0.ReferenceOTU680"	0	14	100
"New.0.ReferenceOTU357"	2	0	0
"New.0.CleanUp.ReferenceOTU9034"	1	0	0
"New.0.CleanUp.ReferenceOTU32266"	0	2	0
"New.0.CleanUp.ReferenceOTU50341"	0	0	1
"New.0.CleanUp.ReferenceOTU91364"	0	1	0
