""	"AQ994"	"AQ398"	"AQ448"
"New.0.ReferenceOTU782"	5	0	0
"New.0.ReferenceOTU392"	12	2	3
"New.0.ReferenceOTU349"	0	0	2
"New.0.ReferenceOTU179"	0	2	0
"New.0.ReferenceOTU138"	16	0	46
"New.0.ReferenceOTU618"	1	0	0
"New.0.ReferenceOTU727"	6	0	5
"New.0.ReferenceOTU791"	459	0	339
"New.0.ReferenceOTU445"	0	0	4
"New.0.ReferenceOTU453"	10	5	3
"New.0.ReferenceOTU428"	1	0	1
"New.0.ReferenceOTU216"	0	0	1
"New.0.ReferenceOTU359"	1	0	4
"New.0.ReferenceOTU806"	1	0	0
"New.0.ReferenceOTU41"	23	0	6
"New.0.ReferenceOTU43"	147	461	131
"New.0.ReferenceOTU325"	5	1	0
"New.0.ReferenceOTU739"	0	3	0
"New.0.ReferenceOTU34"	0	0	3
"New.0.ReferenceOTU103"	14	0	10
"New.0.ReferenceOTU745"	0	5	0
"New.0.ReferenceOTU111"	0	0	12
"New.0.ReferenceOTU165"	1	0	0
"New.0.ReferenceOTU161"	1	0	1
"New.0.ReferenceOTU680"	0	0	7
"New.0.ReferenceOTU77"	1	0	0
"New.0.ReferenceOTU357"	2	15	7
"New.0.CleanUp.ReferenceOTU1621"	0	20	0
"New.0.CleanUp.ReferenceOTU12466"	1	0	0
"New.0.CleanUp.ReferenceOTU15172"	1	0	0
"New.0.CleanUp.ReferenceOTU15269"	0	9	0
"New.0.CleanUp.ReferenceOTU16366"	0	3	132
"New.0.CleanUp.ReferenceOTU19193"	2	50	1199
"New.0.CleanUp.ReferenceOTU22451"	1	0	0
"New.0.CleanUp.ReferenceOTU22635"	0	16	0
"New.0.CleanUp.ReferenceOTU24853"	4	0	0
"New.0.CleanUp.ReferenceOTU32266"	0	0	3
"New.0.CleanUp.ReferenceOTU32288"	4	0	0
"New.0.CleanUp.ReferenceOTU38474"	0	0	7
"New.0.CleanUp.ReferenceOTU41194"	0	0	2
"New.0.CleanUp.ReferenceOTU42022"	1	0	1
"New.0.CleanUp.ReferenceOTU43340"	0	26	0
"New.0.CleanUp.ReferenceOTU50341"	0	28	0
"New.0.CleanUp.ReferenceOTU88650"	1	0	0
"New.0.CleanUp.ReferenceOTU103413"	0	1	0
"New.0.CleanUp.ReferenceOTU104626"	0	36	0
"New.0.CleanUp.ReferenceOTU106318"	1	0	0
"New.0.CleanUp.ReferenceOTU108577"	0	12	1
"New.0.CleanUp.ReferenceOTU111110"	21	0	2
"New.0.CleanUp.ReferenceOTU111477"	0	38	2
"New.0.CleanUp.ReferenceOTU116380"	0	9	4
"New.0.CleanUp.ReferenceOTU119987"	1	0	0
"New.0.CleanUp.ReferenceOTU121273"	1	0	0
"New.0.CleanUp.ReferenceOTU125389"	0	2	29
"New.0.CleanUp.ReferenceOTU131470"	0	36	0
"New.0.CleanUp.ReferenceOTU138349"	0	32	0
"New.0.CleanUp.ReferenceOTU139618"	0	4	17
"New.0.CleanUp.ReferenceOTU139868"	2	0	0
"New.1.ReferenceOTU260"	0	10	11
"New.1.ReferenceOTU264"	0	10	3
"New.1.ReferenceOTU183"	0	17	426
"New.1.ReferenceOTU85"	1	0	0
"New.1.CleanUp.ReferenceOTU26526"	2	0	0
"New.3.ReferenceOTU478"	17	0	0
"New.3.ReferenceOTU520"	1	0	0
"New.3.ReferenceOTU59"	2	0	0
"997439"	0	0	1
