""	"AQ161"	"AQ162"	"AQ450"	"AQ267"
"New.0.ReferenceOTU437"	0	0	0	1
"New.0.ReferenceOTU432"	0	1	0	0
"New.0.ReferenceOTU18"	0	33	0	0
"New.0.ReferenceOTU769"	2	11	0	0
"New.0.ReferenceOTU293"	0	1	0	0
"New.0.ReferenceOTU296"	1	0	0	0
"New.0.ReferenceOTU463"	1	0	0	0
"New.0.ReferenceOTU58"	2	1	0	0
"New.0.ReferenceOTU649"	1	1	0	0
"New.0.ReferenceOTU311"	0	1	1	0
"New.0.ReferenceOTU791"	24	0	1	2
"New.0.ReferenceOTU453"	1	0	1	0
"New.0.ReferenceOTU100"	1	0	0	0
"New.0.ReferenceOTU428"	2	0	0	0
"New.0.ReferenceOTU216"	5	1	0	24
"New.0.ReferenceOTU358"	0	2	0	0
"New.0.ReferenceOTU695"	1	2	0	0
"New.0.ReferenceOTU806"	0	0	1	0
"New.0.ReferenceOTU678"	0	0	1	0
"New.0.ReferenceOTU153"	1	0	0	0
"New.0.ReferenceOTU488"	1	0	0	0
"New.0.ReferenceOTU411"	1	19	0	0
"New.0.ReferenceOTU410"	0	14	0	0
"New.0.ReferenceOTU41"	8	0	0	0
"New.0.ReferenceOTU43"	3	1	4482	0
"New.0.ReferenceOTU325"	0	0	2	0
"New.0.ReferenceOTU739"	0	0	1	0
"New.0.ReferenceOTU37"	1	0	0	0
"New.0.ReferenceOTU31"	0	1	0	0
"New.0.ReferenceOTU745"	18	1	0	10
"New.0.ReferenceOTU329"	0	0	0	1
"New.0.ReferenceOTU161"	10	0	0	18
"New.0.ReferenceOTU680"	16	7	0	0
"New.0.ReferenceOTU74"	0	2	0	0
"New.0.ReferenceOTU660"	1	0	0	0
"New.0.ReferenceOTU703"	3	16	0	0
"New.0.ReferenceOTU113"	0	1	0	0
"New.0.ReferenceOTU357"	0	0	39	0
"New.0.CleanUp.ReferenceOTU21074"	0	1	0	0
"New.0.CleanUp.ReferenceOTU32266"	2	0	0	0
"New.0.CleanUp.ReferenceOTU131470"	0	0	1	0
"New.0.CleanUp.ReferenceOTU143701"	0	1	0	0
