""	"AQ213"	"AQ240"	"AQ268"
"589040"	0	0	12
"27938"	26	0	0
"589597"	0	0	1
"739614"	3	6	35
"1068572"	1	0	0
"593489"	1	0	5
"350697"	0	96	0
"1003206"	0	0	1
"1101488"	1	0	2
"1083194"	4	0	8
"255161"	0	0	2
"533373"	1	1	0
"2855257"	0	0	1
"938948"	0	0	1
"1051517"	0	1	2
"1083508"	0	0	1
"1059729"	0	0	1
"654742"	0	0	1
"1104529"	7	0	7
"536986"	192	59	0
"792393"	6	1	0
"833645"	0	0	1
"509913"	2	0	0
"1096738"	5	0	0
"1002005"	2	2	21
"706432"	6	0	1
"966091"	0	0	1
"New.0.ReferenceOTU121"	1	0	0
"New.0.ReferenceOTU246"	0	2	4
"New.0.ReferenceOTU584"	0	0	3
"New.0.ReferenceOTU827"	0	0	38
"New.0.ReferenceOTU176"	0	0	4
"New.0.ReferenceOTU174"	1	24	2
"New.0.ReferenceOTU392"	0	10	15
"New.0.ReferenceOTU347"	0	1	1
"New.0.ReferenceOTU179"	0	0	5
"New.0.ReferenceOTU138"	0	1	1
"New.0.ReferenceOTU432"	1	0	0
"New.0.ReferenceOTU296"	0	3	0
"New.0.ReferenceOTU265"	1	0	0
"New.0.ReferenceOTU547"	0	0	2
"New.0.ReferenceOTU541"	1	0	0
"New.0.ReferenceOTU58"	2	0	0
"New.0.ReferenceOTU316"	0	0	1
"New.0.ReferenceOTU727"	0	12	0
"New.0.ReferenceOTU792"	0	0	1
"New.0.ReferenceOTU791"	1	485	11
"New.0.ReferenceOTU445"	1	0	1
"New.0.ReferenceOTU453"	0	4	6
"New.0.ReferenceOTU100"	6	0	0
"New.0.ReferenceOTU428"	8	0	4
"New.0.ReferenceOTU421"	1	0	0
"New.0.ReferenceOTU216"	1	0	0
"New.0.ReferenceOTU359"	0	3	0
"New.0.ReferenceOTU678"	0	9	2
"New.0.ReferenceOTU411"	1	0	0
"New.0.ReferenceOTU41"	1	7	8
"New.0.ReferenceOTU43"	1	115	1675
"New.0.ReferenceOTU325"	1	2	14
"New.0.ReferenceOTU324"	0	0	2
"New.0.ReferenceOTU739"	0	0	12
"New.0.ReferenceOTU34"	0	0	2
"New.0.ReferenceOTU103"	0	6	7
"New.0.ReferenceOTU31"	2	0	0
"New.0.ReferenceOTU745"	4	7	3
"New.0.ReferenceOTU111"	0	1	0
"New.0.ReferenceOTU169"	3	0	3
"New.0.ReferenceOTU168"	0	0	5
"New.0.ReferenceOTU165"	0	1	0
"New.0.ReferenceOTU161"	0	3	0
"New.0.ReferenceOTU680"	54	18	0
"New.0.ReferenceOTU709"	0	0	1
"New.0.ReferenceOTU357"	0	19	32
"New.0.CleanUp.ReferenceOTU16366"	0	1	2
"New.0.CleanUp.ReferenceOTU32266"	4	0	4
"New.0.CleanUp.ReferenceOTU42791"	1	0	0
"New.0.CleanUp.ReferenceOTU74266"	3	0	0
"New.0.CleanUp.ReferenceOTU125389"	1	0	0
"New.0.CleanUp.ReferenceOTU131470"	0	1	0
"692154"	0	0	1
"997439"	0	1	1
